Modelo-Tipo;Período comercial;cilindrada;cilindros;combustible;potencia Kwh;CVF;potencia CV;precio medio 2020
A5 Cabrio 2.0 TFSI Quattro-ultra Aut. 252;2018-;1984;4;G;185;13,26;252;47400
A5 Cabrio 2.7 TDI;2009-2011;2698;6;D;140;18,75;190;39600
A5 Cabrio 2.7 TDI DPF;2009-2011;2698;6;D;140;18,75;190;39600
A5 Cabrio 2.7 TDI Multitronic;2009-2011;2698;6;D;140;18,75;190;41600
A5 Cabrio 3.0 TDI DPF Q.S-T;2009-2011;2967;6;D;176;19,85;239;46200
A5 Cabrio 3.0 TDI Multitronic;2011-2016;2967;6;D;150;19,85;204;42000
A5 Cabrio 3.0 TDI Advanced Edition Multitronic;2011-2016;2967;6;D;150;19,85;204;47500
A5 Cabrio 3.0 TDI S line edition Multitronic;2011-2016;2967;6;D;150;19,85;204;46900
A5 Cabrio 3.0 TDI CD Advanced Edition/S line edition Quattro S-Tronic 218;2011-2016;2967;6;D;160;19,85;218;51900
A5 Cabrio 3.0 TDI CD Quattro S-Tronic 218;2011-2016;2967;6;D;160;19,85;218;49100
A5 Cabrio 3.0 TDI Advanced Edition Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;52600
A5 Cabrio 3.0 TDI CD Advanced Edition Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;53900
A5 Cabrio 3.0 TDI CD Advanced Edition/S line edition Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;56000
A5 Cabrio 3.0 TDI CD Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;50200
A5 Cabrio 3.0 TDI CD Quattro S-Tronic 245 (9.75);2011-2016;2967;6;D;180;19,85;245;53100
A5 Cabrio 3.0 TDI CD S line edition Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;53000
A5 Cabrio 3.0 TDI Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;46600
A5 Cabrio 3.0 TDI S line edition Quattro S-Tronic 245;2011-2016;2967;6;D;180;19,85;245;51700
A5 Cabrio 3.0 TDI Quattro Aut. 218;2018-;2967;6;D;160;19,85;218;52900
A5 Cabrio 3.0 TDI Quattro Aut. 286;2018-;2967;6;D;210;19,85;286;54500
A5 Cabrio 3.0 TFSI Advanced Edition Quattro S-tronic;2011-2016;2995;6;G;200;19,96;272;52400
A5 Cabrio 3.0 TFSI Quattro S-Tronic;2011-2016;2995;6;G;200;19,96;272;46000
A5 Cabrio 3.0 TFSI S line edition Quattro S-Tronic;2011-2016;2995;6;G;200;19,96;272;51100
A5 Cabrio 3.0 TFSI Quattro Aut. 354;2017-;2995;6;G;261;19,96;354;69500
A5 Cabrio 3.2 FSI Multitronic;2009-2011;3197;6;G;195;20,76;265;42200
A5 Cabrio 3.2 FSI Quattro S-T;2009-2011;3197;6;G;195;20,76;265;45700
A5 S5 Cabrio 3.0 FSI;2009-2011;2995;6;G;245;19,96;333;53400
A5 S5 Cabrio 3.0 TFSI Quattro S-Tronic;2011-2016;2995;6;G;245;19,96;333;55300
A5 S5 Cabrio 3.0 TFSI Quattro Aut. 354;2018-;2995;6;G;261;19,96;354;69600
A5 RS5 Cabrio 4.2 Quattro S-Tronic;2011-2016;4163;8;G;331;27,29;450;81100
A5 Coupé 1.8 TFSI (2007);2007-2011;1798;4;G;118;12,5;160;27600
A5 Coupé 1.8 TFSI Multitronic (2007);2007-2011;1798;4;G;118;12,5;160;29600
A5 Coupé 1.8 TFSI S line limited;2007-2011;1798;4;G;118;12,5;160;29700
A5 Coupé 1.8 TFSI S line limited Multitronic;2007-2011;1798;4;G;118;12,5;160;31600
A5 Coupé 1.8 TFSI;2007-2011;1798;4;G;125;12,5;170;27600
A5 Coupé 1.8 TFSI Multitronic;2007-2011;1798;4;G;125;12,5;170;29400
A5 Coupé 1.8 TFSI (2011-);2011-2016;1798;4;G;125;12,5;170;28600
A5 Coupé 1.8 TFSI Advanced Edition;2011-2016;1798;4;G;125;12,5;170;29600
A5 Coupé 1.8 TFSI Advanced Edition Multitronic;2011-2016;1798;4;G;125;12,5;170;31600
A5 Coupé 1.8 TFSI Multitronic (2011-);2011-2016;1798;4;G;125;12,5;170;30500
A5 Coupé 1.8 TFSI S line edition;2011-2016;1798;4;G;125;12,5;170;32100
A5 Coupé 1.8 TFSI S line edition Multitronic;2011-2016;1798;4;G;125;12,5;170;34100
A5 Coupé 1.8 TFSI 177;2011-2016;1798;4;G;130;12,5;177;30600
A5 Coupé 1.8 TFSI Advanced Edition 177;2011-2016;1798;4;G;130;12,5;177;32400
A5 Coupé 1.8 TFSI Advanced Edition Multitronic 177;2011-2016;1798;4;G;130;12,5;177;34500
A5 Coupé 1.8 TFSI Multitronic 177;2011-2016;1798;4;G;130;12,5;177;32700
A5 Coupé 1.8 TFSI S line edition 177;2011-2016;1798;4;G;130;12,5;177;32700
A5 Coupé 1.8 TFSI S line edition Multitronic 177;2011-2016;1798;4;G;130;12,5;177;34900
A5 Coupé 2.0 TDI DPF;2007-2011;1968;4;D;125;13,19;170;31200
A5 Coupé 2.0 TDI (2007);2007-2011;1968;4;D;125;13,19;170;32000
A5 Coupé 2.0 TDI Quattro DPF;2007-2011;1968;4;D;125;13,19;170;33000
A5 Coupé 2.0 TDI Quattro;2007-2011;1968;4;D;125;13,19;170;33800
A5 Coupé 2.0 TDI S line edition;2007-2011;1968;4;D;125;13,19;170;34700
A5 Coupé 2.0 TDI S line limited;2007-2011;1968;4;D;125;13,19;170;33900
A5 Coupé 2.0 TDI S line limited Q.;2007-2011;1968;4;D;125;13,19;170;35500
A5 Coupé 2.0 TDI ultra 163;2011-2016;1968;4;D;120;13,19;163;32700
A5 Coupé 2.0 TDI ultra Advanced Edition/S line edition 163;2011-2016;1968;4;D;120;13,19;163;35200
A5 Coupé 2.0 TDI;2011-2016;1968;4;D;130;13,19;177;31900
A5 Coupé 2.0 TDI Advanced Edition;2011-2016;1968;4;D;130;13,19;177;33100
A5 Coupé 2.0 TDI Advanced Edition Multitronic;2011-2016;1968;4;D;130;13,19;177;36400
A5 Coupé 2.0 TDI Advanced Edition Quattro;2011-2016;1968;4;D;130;13,19;177;36200
A5 Coupé 2.0 TDI Advanced Edition Quattro S-T;2011-2016;1968;4;D;130;13,19;177;38200
A5 Coupé 2.0 TDI Multitronic;2011-2016;1968;4;D;130;13,19;177;35200
A5 Coupé 2.0 TDI Multitronic Quattro;2011-2016;1968;4;D;130;13,19;177;37000
A5 Coupé 2.0 TDI Quattro;2011-2016;1968;4;D;130;13,19;177;35000
A5 Coupé 2.0 TDI Quattro S-T;2011-2016;1968;4;D;130;13,19;177;37000
A5 Coupé 2.0 TDI S line edition;2011-2016;1968;4;D;130;13,19;177;35600
A5 Coupé 2.0 TDI S line edition Multitronic;2011-2016;1968;4;D;130;13,19;177;39000
A5 Coupé 2.0 TDI S line edition Quattro;2011-2016;1968;4;D;130;13,19;177;38800
A5 Coupé 2.0 TDI S line edition Quattro S-T;2011-2016;1968;4;D;130;13,19;177;40800
A5 Coupé 2.0 TDI 190;2011-2016;1968;4;D;140;13,19;190;33800
A5 Coupé 2.0 TDI 190 (4.75);2011-2016;1968;4;D;140;13,19;190;36700
A5 Coupé 2.0 TDI Advanced Edition 190;2011-2016;1968;4;D;140;13,19;190;35700
A5 Coupé 2.0 TDI Advanced Edition 190 (4.75);2011-2016;1968;4;D;140;13,19;190;38700
A5 Coupé 2.0 TDI Advanced Edition Multitronic 190;2011-2016;1968;4;D;140;13,19;190;37800
A5 Coupé 2.0 TDI Advanced Edition Multitronic 190 (4.75);2011-2016;1968;4;D;140;13,19;190;41000
A5 Coupé 2.0 TDI Advanced Edition Quattro 190;2011-2016;1968;4;D;140;13,19;190;38900
A5 Coupé 2.0 TDI Advanced Edition Quattro S-T 190;2011-2016;1968;4;D;140;13,19;190;41100
A5 Coupé 2.0 TDI Multitronic 190;2011-2016;1968;4;D;140;13,19;190;35900
A5 Coupé 2.0 TDI Multitronic 190 (4.75);2011-2016;1968;4;D;140;13,19;190;38900
A5 Coupé 2.0 TDI Quattro 190;2011-2016;1968;4;D;140;13,19;190;36900
A5 Coupé 2.0 TDI Quattro S-T 190;2011-2016;1968;4;D;140;13,19;190;39100
A5 Coupé 2.0 TDI S line edition 190;2011-2016;1968;4;D;140;13,19;190;36200
A5 Coupé 2.0 TDI S line edition 190 (4.75);2011-2016;1968;4;D;140;13,19;190;36700
A5 Coupé 2.0 TDI S line edition Multitronic 190;2011-2016;1968;4;D;140;13,19;190;38300
A5 Coupé 2.0 TDI S line edition Multitronic 190 (4.75);2011-2016;1968;4;D;140;13,19;190;38900
A5 Coupé 2.0 TDI S line edition Quattro 190;2011-2016;1968;4;D;140;13,19;190;39400
A5 Coupé 2.0 TDI S line edition Quattro S-T 190;2011-2016;1968;4;D;140;13,19;190;41600
A5 Coupé 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;34400
A5 Coupé 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;36600
A5 Coupé 45 TFSI quattro;2018-;1984;4;G;180;13,26;245;42900
A5 Coupé 35 TDI S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;37600
A5 Coupé 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;39500
A5 Coupé 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;43300
A5 Coupé 45 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;46700
A5 Coupé 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;48700
A5 Coupé 40 TFSI Advanced 6 vel.;2018-;1984;4;G;140;13,26;190;36900
A5 Coupé 40 TFSI Advanced S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;39100
A5 Coupé 45 TFSI Advanced quattro;2018-;1984;4;G;180;13,26;245;45400
A5 Coupé 35 TDI Advanced S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;40100
A5 Coupé 40 TDI Advanced S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;42000
A5 Coupé 40 TDI quattro Advanced S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;46000
A5 Coupé 45 TDI quattro Advanced tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;49400
A5 Coupé 50 TDI quattro Advanced tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;51500
A5 Coupé 40 TFSI S line 6 vel.;2018-;1984;4;G;140;13,26;190;38000
A5 Coupé 40 TFSI S line S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;40200
A5 Coupé 45 TFSI S line quattro;2018-;1984;4;G;180;13,26;245;46500
A5 Coupé 35 TDI S line S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;41400
A5 Coupé 40 TDI S line S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;43300
A5 Coupé 40 TDI quattro S line S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;47200
A5 Coupé 45 TDI quattro S line tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;50500
A5 Coupé 50 TDI quattro S line tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;52600
A5 Coupé 40 TFSI Black line 6 vel.;2018-;1984;4;G;140;13,26;190;40500
A5 Coupé 40 TFSI Black line S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;42600
A5 Coupé 45 TFSI Black line quattro;2018-;1984;4;G;180;13,26;245;49000
A5 Coupé 35 TDI Black line S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;43800
A5 Coupé 40 TDI Black line S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;45700
A5 Coupé 40 TDI quattro Black line S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;49700
A5 Coupé 45 TDI quattro Black line tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;53100
A5 Coupé 50 TDI quattro Black line tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;55200
RS5 Coupé TFSI quattro tiptronic 8 vel.;2018-;2894;6;G;331;19,55;450;82100
A5 Sportback g-tron;2018-;1984;4;S;125;13,26;170;37300
A5 Sportback 35 TFSI S tronic 7 vel.;2018-;1984;4;G;110;13,26;150;33100
A5 Sportback 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;34400
A5 Sportback 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;36600
A5 Sportback 40 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;42900
A5 Sportback 35 TDI S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;37600
A5 Sportback 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;39500
A5 Sportback 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;43300
A5 Sportback 45 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;46700
A5 Sportback 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;48700
A5 Sportback Advanced g-tron;2018-;1984;4;S;125;13,26;170;39700
A5 Sportback Advanced 35 TFSI S tronic 7 vel.;2018-;1984;4;G;110;13,26;150;35600
A5 Sportback Advanced 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;36900
A5 Sportback Advanced 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;39100
A5 Sportback Advanced 40 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;45400
A5 Sportback Advanced 35 TDI S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;40100
A5 Sportback Advanced 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;42000
A5 Sportback Advanced 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;46000
A5 Sportback Advanced 45 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;49400
A5 Sportback Advanced 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;51500
A5 Sportback S line g-tron;2018-;1984;4;S;125;13,26;170;40900
A5 Sportback S line 35 TFSI S tronic 7 vel.;2018-;1984;4;G;110;13,26;150;36700
A5 Sportback S line 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;38000
A5 Sportback S line 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;40200
A5 Sportback S line 40 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;46500
A5 Sportback S line 35 TDI S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;41400
A5 Sportback S line 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;43300
A5 Sportback S line 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;47200
A5 Sportback S line 45 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;50500
A5 Sportback S line 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;52600
A5 Sportback Black line g-tron;2018-;1984;4;S;125;13,26;170;43200
A5 Sportback Black line 35 TFSI S tronic 7 vel.;2018-;1984;4;G;110;13,26;150;39100
A5 Sportback Black line 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;40500
A5 Sportback Black line 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;42600
A5 Sportback Black line 40 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;49000
A5 Sportback Black line 35 TDI S tronic 7 vel.;2018-;1968;4;D;110;13,19;150;43800
A5 Sportback Black line 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;45700
A5 Sportback Black line 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;49700
A5 Sportback Black line 45 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;53100
A5 Sportback Black line 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;55200
RS5 Sportback TFSI quattro;2018-;2894;6;G;331;19,55;450;76100
A5 cabrio 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;40700
A5 cabrio 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;42800
A5 cabrio 45 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;48700
A5 cabrio 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;47200
A5 cabrio 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;49000
A5 cabrio 50 TDI quattro S tronic 7 vel.;2018-;2967;6;D;210;19,85;286;56200
A5 cabrio Advanced 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;43200
A5 cabrio Advanced 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;45300
A5 cabrio Advanced 45 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;51300
A5 cabrio Advanced 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;49800
A5 cabrio Advanced 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;51700
A5 cabrio Advanced 50 TDI quattro S tronic 7 vel.;2018-;2967;6;D;210;19,85;286;58900
A5 cabrio S line 40 TFSI 6 vel.;2018-;1984;4;G;140;13,26;190;44300
A5 cabrio S line 40 TFSI S tronic 7 vel.;2018-;1984;4;G;140;13,26;190;46400
A5 cabrio S line 45 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;52400
A5 cabrio S line 40 TDI S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;51000
A5 cabrio S line 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;140;13,19;190;52900
A5 cabrio S line 50 TDI quattro S tronic 7 vel.;2018-;2967;6;D;210;19,85;286;60100
A5 Coupé 2.0 TDI 150;2018-;1968;4;D;110;13,19;150;34400
A5 Coupé 2.0 TDI Aut. 150;2018-;1968;4;D;110;13,19;150;36600
A5 Coupé 2.0 TDI 190;2016-2018;1968;4;D;140;13,19;190;35300
A5 Coupé 2.0 TDI Advanced 190;2016-2018;1968;4;D;140;13,19;190;37800
A5 Coupé 2.0 TDI Advanced Edition S-Tronic 190;2016-2018;1968;4;D;140;13,19;190;39900
A5 Coupé 2.0 TDI Advanced Quattro S-T 190;2016-2018;1968;4;D;140;13,19;190;41900
A5 Coupé 2.0 TDI Advanced Quattro S-T 190 (4.75);2016-2018;1968;4;D;140;13,19;190;44300
A5 Coupé 2.0 TDI Quattro S-Tronic 190;2016-2018;1968;4;D;140;13,19;190;39400
A5 Coupé 2.0 TDI Quattro S-Tronic 190 (4.75);2016-2018;1968;4;D;140;13,19;190;42700
A5 Coupé 2.0 TDI S line 190;2016-2018;1968;4;D;140;13,19;190;39000
A5 Coupé 2.0 TDI S line edition S-Tronic 190;2016-2018;1968;4;D;140;13,19;190;41100
A5 Coupé 2.0 TDI S line Quattro S-T 190;2016-2018;1968;4;D;140;13,19;190;43100
A5 Coupé 2.0 TDI S-Tronic 190;2016-2018;1968;4;D;140;13,19;190;37400
A5 Coupé 2.0 TFSI;2007-2011;1984;4;G;132;13,26;180;27400
A5 Coupé 2.0 TFSI Multitronic (2007);2007-2011;1984;4;G;132;13,26;180;30300
A5 Coupé 2.0 TFSI S line limited;2007-2011;1984;4;G;132;13,26;180;30200
A5 Coupé 2.0 TFSI S line limited Multitronic;2007-2011;1984;4;G;132;13,26;180;33400
A5 Coupé 2.0 TFSI 211;2007-2011;1984;4;G;155;13,26;211;30600
A5 Coupé 2.0 TFSI Multitronic 211;2007-2011;1984;4;G;155;13,26;211;33600
A5 Coupé 2.0 TFSI Quattro 211;2007-2011;1984;4;G;155;13,26;211;33800
